ID_big_road1,ID_railroad_station_walk,build_count_1971-1995,cafe_avg_price_5000,cafe_count_3000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_sum_3000_max_price_avg,full_sq,kremlin_km,office_count_1500,price_doc,ID_big_road2,big_church_count_1000,big_church_count_5000,build_count_wood,cafe_count_1000,cafe_count_1500_price_1000,cafe_count_2000_price_2500,cafe_count_3000_price_500,cafe_count_5000_price_1000,cafe_sum_3000_min_price_avg,church_count_1500,leisure_count_5000,office_count_2000,cafe_avg_price_2000,cafe_count_3000_price_1000,cafe_count_5000_price_1500,cafe_sum_5000_max_price_avg,church_count_2000,ekder_all,max_floor,office_count_3000,office_sqm_5000,school_quota,big_church_count_3000,build_count_panel,cafe_count_2000_price_1000,cafe_count_5000,leisure_count_3000,mosque_km,office_count_5000,sub_area,trc_sqm_3000,work_all,big_market_km,bulvar_ring_km,cafe_avg_price_3000,cafe_count_2000_price_500,cafe_count_3000_price_1500,cafe_count_500,cafe_sum_2000_max_price_avg,cafe_sum_5000_min_price_avg,oil_chemistry_km,sadovoe_km,trc_sqm_2000,water_treatment_km
2,39.0,0.0,1091.67,4,1,2,833.33,43,28.04929978,0,3998051,39,0,1,1.0,0,0,0,2,0,533.33,0,0,0,400.0,0,3,1333.33,1,7589,22.0,4,63808,,0,0.0,0,7,0,5.290274005,4,Poselenie Shherbinka,175000,20445,20.84874052,27.37590381,683.33,1,1,0,500.0,850.0,23.77586744,26.02297611,175000,2.593195
38,24.0,,1625.0,0,1,0,,47,28.73814133,0,3581969,13,0,0,,0,0,0,0,0,,0,0,0,,0,1,2000.0,1,548,12.0,0,0,,0,,0,3,0,13.17602722,0,Poselenie Filimonkovskoe,0,1633,16.7570728,27.95587215,,0,0,0,,1250.0,32.565914,26.80908599,0,12.81737
1,91.0,171.0,920.64,42,3,29,1121.95,37,12.06920227,0,5250000,21,1,9,0.0,4,3,0,13,45,656.1,3,11,1,752.78,16,25,1160.55,4,33184,14.0,2,338007,6766.0,3,161.0,6,112,8,10.56990165,13,Veshnjaki,294698,74032,9.793916448,10.67497719,889.02,7,8,0,944.44,680.73,4.394025826,9.972859319,48153,8.928016
13,24.0,0.0,907.69,1,1,2,1000.0,43,23.37369741,1,4122377,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
13,24.0,,1005.26,9,1,4,1222.22,38,21.90579236,0,4978922,27,0,2,,2,2,1,1,8,700.0,1,1,0,1021.43,5,5,1263.16,2,861,17.0,0,117300,,1,,3,20,0,12.652955699999998,1,Poselenie Vnukovskoe,22000,2566,15.54602758,21.03856121,961.11,1,2,2,1285.71,747.37,29.96865962,19.86899739,22000,16.78463
38,24.0,,1625.0,0,1,0,,27,28.73814133,0,2422315,13,0,0,,0,0,0,0,0,,0,0,0,,0,1,2000.0,1,548,17.0,0,0,,0,,0,3,0,13.17602722,0,Poselenie Filimonkovskoe,0,1633,16.7570728,27.95587215,,0,0,0,,1250.0,32.565914,26.80908599,0,12.81737
1,38.0,17.0,886.7,20,7,36,1147.06,44,11.3814695,3,6300000,12,0,11,0.0,1,0,1,3,38,670.59,0,2,5,1625.0,8,25,1114.68,1,8840,5.0,7,543096,2837.0,2,55.0,0,116,1,7.635963457999999,28,Metrogorodok,68432,22573,18.97185291,9.590623969,908.82,0,5,0,2000.0,658.72,7.746723637,8.853170344,47568,17.553160000000002
2,2.0,46.0,976.86,64,15,63,1209.68,42,7.8079123039999985,6,7680000,4,0,14,0.0,9,6,3,23,78,724.19,1,12,16,907.14,17,58,1224.89,4,20036,9.0,27,3624332,5254.0,4,49.0,9,244,5,4.436060798,109,Nagatino-Sadovniki,1033535,46080,7.394476718,7.378559231,966.94,11,13,1,1142.86,728.82,10.40895756,5.592565751,469100,2.540253
3,17.0,103.0,844.54,45,10,40,1097.56,32,10.32023766,0,4900000,4,0,7,22.0,5,3,1,10,46,646.34,4,7,2,1111.11,17,23,1067.23,6,21635,,4,1218389,5791.0,3,99.0,4,129,1,7.247645007000001,21,Pechatniki,258963,51393,4.977407782,9.518912355,871.95,0,12,2,1388.89,621.85,6.200891757000001,8.12257807,1500,1.80439
1,25.0,73.0,869.06,76,20,47,992.75,38,13.68739037,4,6900000,15,0,15,1.0,6,4,1,25,48,579.71,1,3,6,892.86,26,31,1093.53,5,18775,17.0,8,651686,6476.0,6,122.0,8,159,0,3.929608995,30,Juzhnoe Medvedkovo,1109348,52793,5.437818465,12.25346507,786.23,5,15,0,1119.05,644.6,15.58594569,11.57618451,81067,23.31684
2,36.0,27.0,1104.34,215,55,193,1341.71,76,5.08877305,24,6620000,19,7,64,0.0,26,13,8,53,225,808.54,6,43,40,1003.03,59,216,1377.39,7,12669,16.0,94,5938463,2022.0,21,17.0,22,838,5,4.092281838,321,Donskoe,1490750,28737,6.635331507999999,4.551195783,1075.13,18,53,6,1257.58,831.29,10.29352388,3.000587463,1080150,5.545369
14,20.0,37.0,989.66,98,23,67,1244.32,40,13.01658402,3,6517253,17,0,14,5.0,9,2,3,25,80,744.32,1,2,3,1242.11,28,57,1240.51,2,13706,,16,1771636,3577.0,0,31.0,6,260,1,9.465243039,57,Pokrovskoe Streshnevo,774508,33149,24.41068453,11.8025213,994.32,4,23,1,1552.63,738.82,20.95925188,10.99483226,85600,20.57596
1,33.0,159.0,843.18,30,5,21,946.43,52,16.84649538,0,7700000,43,0,5,5.0,6,4,1,11,24,546.43,3,1,1,793.33,11,17,1060.61,6,46177,9.0,1,172924,10559.0,3,150.0,5,71,0,6.417511309,7,Jasenevo,484372,105171,4.4714087110000005,16.12534502,746.43,6,5,2,1000.0,625.76,18.63163132,14.91009856,342376,8.925759
4,5.0,71.0,1165.93,1815,170,639,1453.0,90,0.072896553,120,5598985,34,16,150,27.0,316,143,150,449,642,882.31,66,105,232,1180.19,432,636,1451.32,104,20184,2.0,486,9997846,6772.0,94,41.0,257,2625,85,1.827838178,774,Tverskoe,1702619,43921,7.836658044,0.506919217,1167.66,255,446,71,1468.75,880.53,8.750185233,2.185333005,1240332,10.37804
13,24.0,,1005.26,9,1,4,1222.22,51,22.2224338,0,6261136,27,0,2,,2,1,1,1,8,700.0,1,1,0,983.33,5,5,1263.16,3,861,17.0,0,117300,,1,,3,20,0,13.02428958,1,Poselenie Vnukovskoe,22000,2566,16.02481569,21.35256386,961.11,1,2,1,1250.0,747.37,30.35159408,20.1839798,17000,17.04954
38,47.0,,1515.0,5,0,1,2600.0,32,21.06347842,0,3262300,1,0,1,,0,0,0,0,4,1600.0,2,0,0,750.0,1,1,1900.0,2,2056,,1,85159,,0,,1,10,0,5.421369935,1,Poselenie Sosenskoe,0,6127,3.609983792,20.32305649,2100.0,0,1,0,1000.0,1130.0,22.97440097,19.19833965,0,6.9035160000000015
22,33.0,90.0,998.58,52,10,37,1255.56,71,13.45230932,4,8080000,1,1,3,0.0,1,2,2,10,45,744.44,3,3,6,911.9,16,36,1251.77,4,29983,17.0,11,811460,11286.0,3,147.0,7,151,2,4.664674772,27,Troparevo-Nikulino,383995,68234,7.294967607999999,12.61168274,1000.0,6,12,0,1142.86,745.39,21.49624869,11.44057595,317900,14.20364
38,39.0,,2030.0,1,0,1,500.0,57,27.01549639,0,5440680,2,0,0,,1,0,0,1,0,300.0,3,0,0,400.0,0,1,2500.0,3,1533,,0,0,,0,,0,5,0,6.115614404,0,Poselenie Voskresenskoe,0,4568,10.74428237,26.28174278,400.0,1,0,1,500.0,1560.0,26.87565692,25.11526846,0,4.97901
2,2.0,46.0,981.78,70,14,61,1231.34,38,7.605563028,6,2100000,4,0,17,0.0,8,6,2,22,81,740.3,1,12,9,895.65,19,52,1233.33,3,20036,,34,3648176,5254.0,3,49.0,8,239,5,4.795931785,115,Nagatino-Sadovniki,1253535,46080,7.229625152,7.135936001,985.82,9,17,1,1130.43,730.22,10.0972415,5.367529375,407100,2.598638
1,4.0,93.0,952.48,48,9,37,1046.51,40,16.62618552,1,8000000,54,1,13,7.0,3,3,1,14,50,609.3,0,1,1,896.88,17,38,1195.04,0,39573,14.0,6,712296,9891.0,6,235.0,6,150,1,10.09833511,25,Severnoe Tushino,408398,93843,20.48145713,15.33971234,827.91,4,9,2,1125.0,709.93,23.87375253,14.58735875,184458,16.65607
1,16.0,176.0,874.14,59,10,27,1047.17,51,13.69131081,1,7850000,48,0,10,0.0,11,6,3,18,31,620.75,0,3,2,812.5,18,23,1097.7,2,45487,17.0,4,78523,21892.0,7,328.0,14,97,0,9.602377341,5,Mar'ino,897708,161290,3.018910352,12.81940627,833.96,15,14,6,1025.0,650.57,2.702489988,11.54526862,420000,4.227493
13,24.0,,1019.44,9,1,4,1222.22,52,22.39685016,0,7156605,27,0,2,,2,1,1,1,7,700.0,1,0,0,1166.67,5,5,1277.78,2,861,17.0,0,117300,,1,,2,19,0,13.22709704,1,Poselenie Vnukovskoe,22000,2566,16.23619309,21.52565228,961.11,0,2,0,1500.0,761.11,30.55992521,20.35763602,17000,17.19371
5,1.0,246.0,923.02,79,18,63,1112.68,32,12.59929249,5,4100000,1,0,15,0.0,20,12,2,20,59,647.89,2,2,6,869.23,30,47,1156.08,5,41985,9.0,17,838601,12721.0,5,222.0,18,207,0,1.558875029,44,Otradnoe,745130,112133,8.820934405,11.11857707,880.28,11,15,8,1102.56,689.95,15.99494058,10.54372387,357757,22.74632
13,24.0,0.0,907.69,1,1,2,1000.0,61,23.37369741,1,4520842,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
4,2.0,84.0,894.41,31,10,50,1150.0,62,8.692543219,2,11150000,2,0,15,1.0,4,7,2,11,61,676.67,1,9,3,950.0,10,34,1127.33,5,29431,12.0,8,2656036,6237.0,1,90.0,7,171,5,5.5343353560000015,65,Nagatinskij Zaton,326165,70194,7.761249482,8.049842033,913.33,6,5,2,1205.88,661.49,8.521039557,6.4417215720000005,127065,1.194825
4,42.0,44.0,1131.82,349,78,267,1384.38,90,4.17181992,30,23490000,19,1,81,0.0,39,27,17,80,294,837.5,13,45,44,1123.85,87,296,1409.81,16,24252,1.0,126,6492857,6073.0,28,22.0,34,1148,9,3.517332661,384,Danilovskoe,1289236,54478,8.489839271000001,3.540187205,1110.94,25,91,9,1403.67,853.83,10.67840409,2.13225783,493150,6.860044
5,64.0,134.0,942.37,83,14,52,1222.97,37,11.85139434,7,6500000,30,0,12,0.0,6,3,2,19,67,725.68,7,2,14,892.65,29,52,1181.58,9,21618,,23,885212,5692.0,4,111.0,12,204,0,1.534851479,43,Vostochnoe Degunino,541735,59008,17.00784334,10.3672461,974.32,9,19,1,1117.65,703.16,16.73166673,9.762448078,144430,22.3507
38,39.0,,2030.0,1,0,1,500.0,41,26.96046256,0,4418640,2,0,0,,1,0,0,1,0,300.0,3,0,0,400.0,0,1,2500.0,3,1533,1.0,0,0,,0,,0,5,0,6.153090563999998,0,Poselenie Voskresenskoe,0,4568,10.72387001,26.22604543,400.0,1,0,1,500.0,1560.0,26.89511787,25.06292759,0,5.061917
3,46.0,58.0,948.13,48,6,28,1148.94,32,10.83987222,0,6000000,21,1,8,0.0,14,4,2,15,41,680.85,3,11,2,987.5,16,27,1191.59,4,26925,9.0,4,656815,8348.0,1,93.0,6,113,5,9.958345015,23,Rjazanskij,110603,62215,10.19131372,9.533926778,914.89,8,11,7,1229.17,704.67,4.127695519,8.716307481,41730,8.298458
2,2.0,56.0,981.0,95,13,85,1146.07,38,8.745655604,10,4328140,4,0,15,0.0,5,4,4,25,113,679.78,2,11,16,925.71,32,89,1229.48,3,17396,,25,3262764,10027.0,4,64.0,14,342,4,2.480613266,86,Nagornoe,629270,49882,10.14426591,8.136749129,912.92,11,24,1,1171.43,732.52,12.55238997,6.682173163,337770,4.247497
14,28.0,131.0,682.14,8,0,7,937.5,56,36.35560764,1,5819500,49,0,1,146.0,0,1,0,3,4,550.0,0,2,1,640.0,3,3,857.14,1,14911,11.0,1,51038,10529.0,0,111.0,1,14,1,28.71435291,3,Krjukovo,17700,58114,41.8108086,35.11052347,743.75,3,2,0,800.0,507.14,43.58893106,34.32994747,13500,4.463866
2,39.0,109.0,989.29,5,2,4,1250.0,42,26.94301606,4,1100000,39,0,1,607.0,1,0,1,2,2,775.0,2,0,4,1012.5,0,7,1214.29,2,26087,,4,63808,24750.0,0,431.0,0,16,0,5.343281973,4,Juzhnoe Butovo,175000,121369,18.49202908,26.2997432,1012.5,2,1,1,1250.0,764.29,21.50309145,24.89006974,0,3.652119
2,47.0,109.0,900.0,15,2,7,1230.77,77,23.54251563,0,6200000,39,1,2,607.0,4,2,0,2,5,776.92,1,0,0,1003.85,3,9,1113.64,1,26087,3.0,0,63808,24750.0,1,431.0,3,24,0,0.570171207,4,Juzhnoe Butovo,87000,121369,14.56877569,22.85227902,1003.85,2,8,0,1230.77,686.36,21.17920347,21.53934437,87000,1.858485
4,50.0,15.0,1220.71,752,137,470,1587.61,41,3.0929804460000003,45,6000000,6,2,106,0.0,67,33,66,158,466,969.23,11,76,101,1361.52,171,476,1517.92,22,18558,9.0,198,9278781,5194.0,30,3.0,76,2006,38,4.165863847,541,Dorogomilovo,915976,43413,10.57968552,2.215138401,1278.42,78,188,15,1688.2,923.49,12.24794763,1.162252708,406520,10.96032
1,4.0,93.0,955.74,44,9,38,1197.37,34,16.54119891,1,7000000,54,1,11,7.0,5,3,1,11,53,705.26,0,1,1,873.33,14,40,1199.32,1,39573,16.0,6,732939,9891.0,6,235.0,6,157,1,10.26411944,26,Severnoe Tushino,387358,93843,20.81692214,15.26796973,951.32,4,8,1,1100.0,712.16,23.88057909,14.50629068,252458,16.76546
1,26.0,175.0,1278.16,29,14,16,1925.93,61,15.06674617,5,10186294,44,0,4,161.0,4,3,5,0,33,1185.19,5,0,5,1368.42,8,28,1592.23,5,37504,,5,696588,11032.0,1,160.0,7,117,0,10.69514394,19,Strogino,650124,97920,25.95193392,13.90984662,1555.56,0,10,0,1710.53,964.08,23.82010399,13.07023173,650124,21.17816
1,18.0,42.0,878.63,40,6,37,1141.03,48,12.45895118,2,1300000,10,0,10,0.0,11,4,1,11,44,674.36,2,6,2,935.42,15,26,1106.84,2,16988,12.0,4,349237,4474.0,3,92.0,7,123,1,7.909041267,16,Vostochnoe Izmajlovo,60634,48790,18.03786947,10.71146518,907.69,8,10,2,1166.67,650.43,5.029934488,9.975400407,60634,13.70127
23,27.0,135.0,916.67,54,10,25,1224.49,32,16.27112363,2,5950000,52,0,7,5.0,26,12,4,12,38,716.33,1,2,2,951.32,21,21,1155.91,4,35267,9.0,2,212200,6587.0,3,128.0,14,103,1,7.180496288,4,Orehovo-Borisovo Severnoe,1212021,83861,1.243335107,15.69730897,970.41,11,10,5,1197.37,677.42,7.334146189,14.01862892,374021,4.76189
9,10.0,94.0,1245.45,53,13,25,1427.08,53,11.74449361,3,1100000,6,0,8,204.0,9,7,4,10,35,864.58,2,3,4,1227.08,14,23,1554.55,2,37127,,8,1082533,11234.0,5,180.0,10,123,1,4.562537701,22,Kuncevo,461601,85551,19.99163949,10.88556723,1145.83,3,15,0,1541.67,936.36,20.98998031,9.829683094,304532,17.763289999999994
13,24.0,,1005.26,9,1,4,1222.22,61,22.22349985,0,5306140,27,0,2,,2,1,1,1,8,700.0,1,1,0,983.33,5,5,1263.16,3,861,,0,117300,,1,,3,20,0,13.03628634,1,Poselenie Vnukovskoe,22000,2566,16.04220232,21.35324826,961.11,1,2,1,1250.0,747.37,30.36952417,20.18481959,17000,17.08146
2,21.0,99.0,881.65,53,11,42,1010.0,43,14.05668801,0,7350000,1,1,6,0.0,14,6,2,21,49,606.0,2,3,6,862.5,13,36,1107.91,3,27248,9.0,10,1343585,6009.0,2,123.0,6,150,0,3.1485398730000003,28,Chertanovo Central'noe,928286,68254,10.67917966,13.41184117,808.0,11,13,4,1071.43,655.4,13.89196733,12.00734665,727003,6.464689
1,47.0,,1148.53,3,3,7,1666.67,70,20.70999294,0,5564090,38,0,3,,0,0,0,0,9,1000.0,1,0,0,,1,12,1426.47,1,2056,,0,0,,0,,0,37,0,2.955248662,0,Poselenie Sosenskoe,31000,6127,6.1036145689999985,19.99619041,1333.33,0,1,0,,870.59,20.58714481,18.75155555,0,5.121225
11,75.0,10.0,909.38,5,0,2,1300.0,79,20.54946417,0,7528752,55,0,2,0.0,0,0,0,1,9,760.0,2,0,0,825.0,2,4,1156.25,2,3150,17.0,0,26950,7377.0,0,28.0,0,16,0,11.89150635,1,Nekrasovka,41100,13331,10.26421846,19.27253651,1030.0,1,1,0,1000.0,662.5,8.483391369,18.41892854,0,0.387777
6,22.0,105.0,1256.76,58,14,30,1703.7,38,10.71574613,2,7300000,9,1,9,15.0,6,3,3,9,43,1031.48,1,4,5,978.57,16,36,1567.57,3,28816,,9,1117749,8658.0,5,135.0,7,162,1,3.175401889,32,Mozhajskoe,541125,82808,19.34101699,9.843465107,1367.59,3,13,3,1250.0,945.95,19.89229001,8.810868592,175631,16.19012
4,57.0,102.0,1104.56,351,83,342,1271.47,37,4.02692095,25,1000000,10,2,103,31.0,28,10,14,87,363,767.18,10,48,58,1026.67,93,353,1377.11,17,30774,,145,6986999,9748.0,34,76.0,35,1389,12,3.429631305,472,Taganskoe,1071366,71253,4.744890012,2.648392979,1019.33,28,99,4,1279.17,832.01,4.717532151,1.962574924,507026,8.311651
15,25.0,87.0,884.51,45,14,22,1067.57,30,14.11851982,2,4450000,42,2,11,0.0,4,5,1,13,25,632.43,2,3,2,772.5,12,17,1112.68,4,22743,5.0,9,349779,6839.0,7,93.0,7,85,1,2.855642105,19,Losinoostrovskoe,1633828,49063,4.388513385,12.54643591,850.0,8,9,0,975.0,656.34,14.12662236,11.8977497,69870,22.84424
5,45.0,134.0,930.06,92,15,45,1288.24,53,13.3881405,2,8500000,36,0,12,0.0,7,8,2,19,62,767.06,0,0,11,1243.24,32,47,1166.67,3,21618,12.0,22,924858,5692.0,6,111.0,11,183,0,2.439989015,40,Vostochnoe Degunino,681863,59008,15.48272704,11.90189362,1027.65,5,23,1,1540.54,693.45,17.97675525,11.30090633,366983,22.43836
5,51.0,10.0,964.5,63,19,72,1089.29,53,9.673376574,9,8925000,30,1,15,0.0,11,6,1,21,81,648.21,3,5,10,776.09,16,54,1210.08,7,7689,16.0,18,1878227,2560.0,5,27.0,8,257,2,1.86994125,82,Marfino,191832,15891,15.43429042,8.183255419,868.75,9,13,4,978.26,718.91,14.60914766,7.590935197,129782,20.12466
38,24.0,,1625.0,0,1,0,,37,28.61011658,0,2562205,13,0,0,,0,0,0,0,0,,0,0,0,,0,1,2000.0,1,548,0.0,0,0,,0,,0,3,0,12.98802187,0,Poselenie Filimonkovskoe,0,1633,16.60692765,27.82926225,,0,0,0,,1250.0,32.38547759,26.68443674,0,12.63602
20,101.0,59.0,1130.68,433,99,444,1298.05,82,4.469758375,20,3880225,4,3,81,1.0,16,15,21,128,437,774.7,9,66,41,1152.85,126,382,1409.8,18,15350,,163,7072640,3068.0,15,59.0,36,1701,11,1.721120846,497,Mar'ina Roshha,1111136,43472,10.91731108,3.040105332,1036.37,32,82,7,1439.02,851.56,9.145810949,2.326625926,359487,14.34285
1,76.0,154.0,879.41,14,6,33,1346.15,38,14.21260146,0,4000000,50,0,10,0.0,0,0,0,3,34,800.0,1,4,0,2000.0,5,27,1102.94,2,34450,14.0,2,215573,11887.0,2,190.0,1,108,2,12.36117282,7,Ljublino,887600,107626,2.633326321,13.18598762,1073.08,0,3,0,2500.0,655.88,2.818373658,12.10883404,375000,6.758215
2,47.0,109.0,1064.58,20,2,7,1222.22,35,22.69559378,0,5850000,39,0,2,607.0,12,3,0,4,4,761.11,0,0,0,959.09,4,10,1312.5,0,26087,16.0,0,78808,24750.0,1,431.0,3,26,0,1.62334136,5,Juzhnoe Butovo,150704,121369,12.49924071,22.02604773,991.67,2,9,7,1181.82,816.67,19.51852966,20.66586909,87000,3.147261
1,1.0,206.0,941.72,80,14,43,1108.11,64,14.62894804,4,9700000,5,1,13,0.0,19,10,2,24,51,658.11,2,0,9,835.0,25,43,1178.81,2,36211,9.0,13,769506,11065.0,2,184.0,13,165,0,3.481237946,30,Bibirevo,1357211,98207,6.949110239,13.15118168,883.11,16,19,8,1050.0,704.64,17.59508175,12.57121078,350763,24.09744
20,94.0,33.0,1064.41,153,45,228,1343.33,58,6.113477896,15,10701000,4,0,38,1.0,20,12,15,47,236,804.0,5,31,20,1045.71,43,176,1331.23,7,16634,,53,5194721,5341.0,7,34.0,20,836,3,3.370948783,310,Ostankinskoe,452032,37484,14.05534498,4.699923074,1073.67,23,28,13,1314.29,797.6,9.97957391,3.982979492,173400,15.92825
19,36.0,27.0,1101.77,214,55,198,1323.23,39,5.048867488,24,7600000,2,7,67,0.0,26,14,8,54,225,796.46,6,44,39,1012.7,59,220,1373.9,7,12669,22.0,97,5970265,2022.0,22,17.0,21,848,5,4.043765427,326,Donskoe,1490750,28737,6.713770624,4.515584811,1059.85,17,52,6,1269.84,829.63,10.24148957,2.95738352,680150,5.556584
38,24.0,,1485.71,2,0,1,1250.0,55,29.13376481,0,4838066,13,0,0,,1,0,0,0,2,750.0,1,0,0,1250.0,1,1,1857.14,2,2989,17.0,0,0,,0,,0,7,0,10.19945593,0,Poselenie Desjonovskoe,0,8910,11.91044189,28.38510423,1000.0,0,1,1,1500.0,1114.29,30.67195175,27.2713964,0,9.211348
16,33.0,36.0,980.79,179,17,83,1203.49,44,11.1664761,7,1200000,51,0,6,0.0,19,12,10,44,119,719.19,3,6,16,940.22,60,97,1228.74,5,17757,22.0,30,1516147,6083.0,2,134.0,25,358,3,0.291263864,56,Obruchevskoe,572654,51445,5.212062855,10.41792904,961.34,30,50,3,1173.91,732.84,18.06338546,9.311361592999999,110100,9.790897
11,75.0,10.0,1028.57,3,0,1,1333.33,38,19.76393757,0,3951780,7,0,4,0.0,0,0,0,0,6,833.33,1,0,0,,1,6,1285.71,1,3150,,0,0,7377.0,0,28.0,0,14,0,9.895089566000001,0,Nekrasovka,41100,13331,10.10314735,18.407120300000006,1083.33,0,2,0,,771.43,9.425425854,17.64838925,0,1.530345
1,27.0,51.0,895.41,74,14,34,1051.47,39,14.82781946,0,1800000,23,1,9,0.0,2,2,1,24,38,613.24,1,2,0,707.14,26,28,1123.85,5,20247,,3,277523,7132.0,5,84.0,9,123,0,7.717261344,7,Brateevo,846046,69792,5.823651862,14.12476996,832.35,9,13,1,904.76,666.97,4.917088044,12.58389995,220931,3.645824
14,12.0,34.0,948.13,69,11,37,1031.25,46,15.48281443,2,8648750,1,0,12,0.0,6,6,1,19,48,604.69,0,1,2,763.33,26,34,1190.3,3,13787,17.0,8,690331,2730.0,7,79.0,12,145,1,7.983141442000001,30,Levoberezhnoe,442597,31832,18.19889419,14.132959,817.97,11,17,3,966.67,705.97,22.23850079,13.42582161,231820,17.900570000000005
11,11.0,42.0,957.81,6,1,6,1333.33,52,17.4951524,0,7500000,7,0,5,793.0,2,1,0,0,14,833.33,0,2,0,1000.0,2,10,1203.13,0,8935,12.0,0,138650,8687.0,2,97.0,1,33,0,9.24557977,2,Kosino-Uhtomskoe,36600,49242,12.59467211,16.12033216,1083.33,0,4,2,1250.0,712.5,8.672035099,15.38689436,0,3.727751
10,18.0,59.0,893.49,48,6,43,1163.04,31,11.75172657,1,2000000,1,0,11,39.0,9,6,2,15,57,695.65,1,7,2,981.03,14,32,1126.71,3,26341,5.0,5,445349,4339.0,2,32.0,9,152,1,8.661022504,25,Izmajlovo,110788,65499,18.59331106,9.993773661,929.35,8,12,1,1224.14,660.27,4.60183901,9.255951406,60634,14.16395
9,10.0,94.0,1280.69,41,10,19,1421.05,47,12.50257559,4,6500000,6,1,8,204.0,2,7,2,7,31,857.89,2,2,7,919.23,12,23,1599.01,2,37127,9.0,13,929333,11234.0,4,180.0,10,111,2,5.080018788,19,Kuncevo,913542,85551,18.94079951,11.63592941,1139.47,6,12,1,1153.85,962.38,21.72093322,10.58984636,374580,18.0308
2,16.0,103.0,901.22,54,13,39,1010.42,46,11.48803729,1,5550000,4,0,9,22.0,1,0,0,17,45,585.42,1,7,2,658.33,19,27,1134.15,4,21635,5.0,4,1141645,5791.0,4,99.0,2,136,1,5.749315818,23,Pechatniki,301222,51393,7.220032747,10.818312,797.92,3,9,1,833.33,668.29,6.510035707,9.239108997999999,21022,0.468855
33,10.0,94.0,1289.9,51,11,23,1395.83,38,12.64755547,2,6750000,9,1,7,204.0,12,6,3,10,27,833.33,2,2,4,1305.26,17,22,1606.06,4,37127,9.0,8,929333,11234.0,4,180.0,7,110,1,5.598191328,19,Kuncevo,913767,85551,19.84634069,11.79680692,1114.58,2,12,7,1631.58,973.74,21.90377548,10.73574529,312081,18.80999
5,45.0,134.0,918.87,77,14,44,1366.2,63,13.90400084,3,9500000,36,0,11,0.0,11,6,2,11,60,814.08,0,0,10,1272.06,29,42,1154.09,1,21618,12.0,19,913731,5692.0,4,111.0,9,173,0,3.0006811210000004,39,Vostochnoe Degunino,755103,59008,15.22261229,12.42019127,1090.14,5,21,2,1573.53,683.65,18.53926813,11.81463444,325343,21.91151
2,39.0,,912.5,3,2,4,1500.0,55,25.73525569,0,4811062,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.9385936110000004,0,Poselenie Voskresenskoe,0,4568,14.35025801,25.03210973,1250.0,0,3,0,1500.0,700.0,23.59057964,23.75338812,0,1.014447
13,24.0,0.0,907.69,1,1,2,1000.0,43,23.37369741,1,3904988,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
8,12.0,58.0,959.02,50,9,32,1147.73,36,15.86904434,1,3112727,1,1,10,11.0,0,4,0,12,50,684.09,1,0,1,933.33,16,38,1203.01,2,15676,,3,807758,5782.0,6,105.0,4,142,0,6.862579024,26,Zapadnoe Degunino,283539,51138,15.77373912,14.46995561,915.91,1,13,0,1166.67,715.04,21.90448597,13.7989831,156099,18.12757
31,74.0,170.0,968.42,19,9,25,1156.25,35,17.09099604,0,5350000,1,1,4,0.0,4,3,1,4,35,668.75,1,2,0,866.67,7,24,1215.79,2,30950,12.0,1,348351,10053.0,3,119.0,5,104,2,6.239183762000001,12,Birjulevo Vostochnoe,12500,93008,10.34566071,16.56156042,912.5,2,3,0,1111.11,721.05,11.13406575,14.95789265,1700,6.663297
1,26.0,175.0,1278.16,29,14,16,1925.93,61,15.06674617,5,10441987,44,0,4,161.0,4,3,5,0,33,1185.19,5,0,5,1368.42,8,28,1592.23,5,37504,,5,696588,11032.0,1,160.0,7,117,0,10.69514394,19,Strogino,650124,97920,25.95193392,13.90984662,1555.56,0,10,0,1710.53,964.08,23.82010399,13.07023173,650124,21.17816
14,9.0,39.0,920.62,95,33,90,1005.88,28,10.5209974,6,4630000,5,2,17,2.0,10,6,1,34,88,590.59,3,2,14,838.24,30,69,1153.28,3,23938,14.0,31,2214423,8751.0,3,60.0,7,307,1,4.663609548999999,88,Koptevo,534883,59120,18.32580672,9.133430865,798.24,5,17,7,1058.82,687.96,17.16069379,8.455127851,0,21.09333
